"Subject","Feature","Activity","Mean"
1,"tGravityAcc-std()-X","SITTING",-0.968457145744681
1,"tGravityAcc-std()-Y","SITTING",-0.935517055957447
1,"tGravityAcc-std()-Z","SITTING",-0.949040933191489
1,"tBodyAccJerk-mean()-X","SITTING",0.0774825199574468
1,"tBodyAccJerk-mean()-Y","SITTING",-0.000619102785106384
1,"tBodyAccJerk-mean()-Z","SITTING",-0.00336779235021277
1,"tBodyAccJerk-std()-X","SITTING",-0.986430711276596
1,"tBodyAccJerk-std()-Y","SITTING",-0.981371965319149
1,"tBodyAccJerk-std()-Z","SITTING",-0.987910804468085
1,"tBodyGyro-mean()-X","SITTING",-0.045350056512766
1,"tBodyGyro-mean()-Y","SITTING",-0.0919241549361702
1,"tBodyGyro-mean()-Z","SITTING",0.0629313811914894
1,"tBodyGyro-std()-X","SITTING",-0.977211283191489
1,"tBodyGyro-std()-Y","SITTING",-0.966473895319149
1,"tBodyGyro-std()-Z","SITTING",-0.941425920851064
1,"tBodyGyroJerk-mean()-X","SITTING",-0.0936793807234043
1,"tBodyGyroJerk-mean()-Y","SITTING",-0.0402118124255319
1,"tBodyGyroJerk-mean()-Z","SITTING",-0.046702627
1,"tBodyGyroJerk-std()-X","SITTING",-0.99173159212766
1,"tBodyGyroJerk-std()-Y","SITTING",-0.989518068510638
1,"tBodyGyroJerk-std()-Z","SITTING",-0.987935806382979
1,"tBodyAccMag-mean()","SITTING",-0.948536786170213
1,"tBodyAccMag-std()","SITTING",-0.927078418723404
1,"tGravityAccMag-mean()","SITTING",-0.948536786170213
1,"tGravityAccMag-std()","SITTING",-0.927078418723404
1,"tBodyAccJerkMag-mean()","SITTING",-0.987364195531915
1,"tBodyAccJerkMag-std()","SITTING",-0.984120024042553
1,"tBodyGyroMag-mean()","SITTING",-0.93089249
1,"tBodyGyroMag-std()","SITTING",-0.934531840425532
1,"tBodyGyroJerkMag-mean()","SITTING",-0.991976341276596
1,"tBodyGyroJerkMag-std()","SITTING",-0.988308728510638
1,"fBodyAcc-mean()-X","SITTING",-0.979641238723404
1,"fBodyAcc-mean()-Y","SITTING",-0.944084550425532
1,"fBodyAcc-mean()-Z","SITTING",-0.959184889148936
1,"fBodyAcc-std()-X","SITTING",-0.976412313191489
1,"fBodyAcc-std()-Y","SITTING",-0.917275006382979
1,"fBodyAcc-std()-Z","SITTING",-0.934469558085106
1,"fBodyAccJerk-mean()-X","SITTING",-0.986597022553191
1,"fBodyAccJerk-mean()-Y","SITTING",-0.981579467021277
1,"fBodyAccJerk-mean()-Z","SITTING",-0.986053092340425
1,"fBodyAccJerk-std()-X","SITTING",-0.987492994468085
1,"fBodyAccJerk-std()-Y","SITTING",-0.982513909574468
1,"fBodyAccJerk-std()-Z","SITTING",-0.988339184893617
1,"fBodyGyro-mean()-X","SITTING",-0.976161464042553
1,"fBodyGyro-mean()-Y","SITTING",-0.975838585319149
1,"fBodyGyro-mean()-Z","SITTING",-0.951315544468085
1,"fBodyGyro-std()-X","SITTING",-0.977904227021277
1,"fBodyGyro-std()-Y","SITTING",-0.962345042553192
1,"fBodyGyro-std()-Z","SITTING",-0.94391784106383
1,"fBodyAccMag-mean()","SITTING",-0.947782922553192
1,"fBodyAccMag-std()","SITTING",-0.928444801702128
1,"fBodyBodyAccJerkMag-mean()","SITTING",-0.985262126808511
1,"fBodyBodyAccJerkMag-std()","SITTING",-0.981606177446808
1,"fBodyBodyGyroMag-mean()","SITTING",-0.958435589361702
1,"fBodyBodyGyroMag-std()","SITTING",-0.932198374893617
1,"fBodyBodyGyroJerkMag-mean()","SITTING",-0.989797547234043
1,"fBodyBodyGyroJerkMag-std()","SITTING",-0.987049617234043
1,"tBodyAcc-mean()-X","STANDING",0.278917629056604
1,"tBodyAcc-mean()-Y","STANDING",-0.0161375901037736
1,"tBodyAcc-mean()-Z","STANDING",-0.110601817735849
1,"tBodyAcc-std()-X","STANDING",-0.995759901509434
1,"tBodyAcc-std()-Y","STANDING",-0.973190056415094
1,"tBodyAcc-std()-Z","STANDING",-0.979775876981132
1,"tGravityAcc-mean()-X","STANDING",0.942952000377358
1,"tGravityAcc-mean()-Y","STANDING",-0.272983832264151
1,"tGravityAcc-mean()-Z","STANDING",0.0134905823226415
1,"tGravityAcc-std()-X","STANDING",-0.99376298509434
1,"tGravityAcc-std()-Y","STANDING",-0.981225957924528
1,"tGravityAcc-std()-Z","STANDING",-0.976324063584906
1,"tBodyAccJerk-mean()-X","STANDING",0.0753766542264151
1,"tBodyAccJerk-mean()-Y","STANDING",0.00797573092830189
1,"tBodyAccJerk-mean()-Z","STANDING",-0.00368524954709434
1,"tBodyAccJerk-std()-X","STANDING",-0.994604542264151
1,"tBodyAccJerk-std()-Y","STANDING",-0.98564873245283
1,"tBodyAccJerk-std()-Z","STANDING",-0.992251177358491
1,"tBodyGyro-mean()-X","STANDING",-0.0239877347979245
1,"tBodyGyro-mean()-Y","STANDING",-0.0593972209811321
1,"tBodyGyro-mean()-Z","STANDING",0.074800751
1,"tBodyGyro-std()-X","STANDING",-0.987191946603774
1,"tBodyGyro-std()-Y","STANDING",-0.98773444
1,"tBodyGyro-std()-Z","STANDING",-0.980645626981132
1,"tBodyGyroJerk-mean()-X","STANDING",-0.0996092129056604
1,"tBodyGyroJerk-mean()-Y","STANDING",-0.0440627877924528
1,"tBodyGyroJerk-mean()-Z","STANDING",-0.0489505466716981
1,"tBodyGyroJerk-std()-X","STANDING",-0.992945106981132
1,"tBodyGyroJerk-std()-Y","STANDING",-0.995137917358491
1,"tBodyGyroJerk-std()-Z","STANDING",-0.992108467169811
1,"tBodyAccMag-mean()","STANDING",-0.984278207358491
1,"tBodyAccMag-std()","STANDING",-0.981942928867925
1,"tGravityAccMag-mean()","STANDING",-0.984278207358491
1,"tGravityAccMag-std()","STANDING",-0.981942928867925
1,"tBodyAccJerkMag-mean()","STANDING",-0.992367790566038
1,"tBodyAccJerkMag-std()","STANDING",-0.993096209433962
1,"tBodyGyroMag-mean()","STANDING",-0.976493792830189
1,"tBodyGyroMag-std()","STANDING",-0.978690028679245
1,"tBodyGyroJerkMag-mean()","STANDING",-0.994966790566038
1,"tBodyGyroJerkMag-std()","STANDING",-0.994733238679245
1,"fBodyAcc-mean()-X","STANDING",-0.995249932641509
1,"fBodyAcc-mean()-Y","STANDING",-0.977070847735849
1,"fBodyAcc-mean()-Z","STANDING",-0.985297098679245
1,"fBodyAcc-std()-X","STANDING",-0.99602834509434
1,"fBodyAcc-std()-Y","STANDING",-0.972293102075472
1,"fBodyAcc-std()-Z","STANDING",-0.977937259622642
1,"fBodyAccJerk-mean()-X","STANDING",-0.994630797358491
1,"fBodyAccJerk-mean()-Y","STANDING",-0.985418704528302
1,"fBodyAccJerk-mean()-Z","STANDING",-0.990752166037736
1,"fBodyAccJerk-std()-X","STANDING",-0.995073759245283
1,"fBodyAccJerk-std()-Y","STANDING",-0.987018226792453
1,"fBodyAccJerk-std()-Z","STANDING",-0.992349818113208
1,"fBodyGyro-mean()-X","STANDING",-0.986386786037736
1,"fBodyGyro-mean()-Y","STANDING",-0.988984455849057
1,"fBodyGyro-mean()-Z","STANDING",-0.980773122830189
1,"fBodyGyro-std()-X","STANDING",-0.987497128679245
1,"fBodyGyro-std()-Y","STANDING",-0.987107727735849
1,"fBodyGyro-std()-Z","STANDING",-0.98234533
1,"fBodyAccMag-mean()","STANDING",-0.985356361132075
1,"fBodyAccMag-std()","STANDING",-0.982313804716981
1,"fBodyBodyAccJerkMag-mean()","STANDING",-0.99254247754717
1,"fBodyBodyAccJerkMag-std()","STANDING",-0.992536003396226
1,"fBodyBodyGyroMag-mean()","STANDING",-0.984617623396226
1,"fBodyBodyGyroMag-std()","STANDING",-0.978466072075472
1,"fBodyBodyGyroJerkMag-mean()","STANDING",-0.994815376981132
1,"fBodyBodyGyroJerkMag-std()","STANDING",-0.994671123207547
1,"tBodyAcc-mean()-X","WALKING",0.277330758736842
1,"tBodyAcc-mean()-Y","WALKING",-0.0173838185273684
1,"tBodyAcc-mean()-Z","WALKING",-0.111148103547368
1,"tBodyAcc-std()-X","WALKING",-0.283740258842105
1,"tBodyAcc-std()-Y","WALKING",0.114461336747368
1,"tBodyAcc-std()-Z","WALKING",-0.260027902210526
1,"tGravityAcc-mean()-X","WALKING",0.935223201473684
1,"tGravityAcc-mean()-Y","WALKING",-0.282165021263158
1,"tGravityAcc-mean()-Z","WALKING",-0.068102864
1,"tGravityAcc-std()-X","WALKING",-0.976609642526316
1,"tGravityAcc-std()-Y","WALKING",-0.971305961473684
1,"tGravityAcc-std()-Z","WALKING",-0.947717226105263
1,"tBodyAccJerk-mean()-X","WALKING",0.0740416333157895
1,"tBodyAccJerk-mean()-Y","WALKING",0.0282721095884211
1,"tBodyAccJerk-mean()-Z","WALKING",-0.00416840617789474
1,"tBodyAccJerk-std()-X","WALKING",-0.113615602435789
1,"tBodyAccJerk-std()-Y","WALKING",0.0670025007684211
1,"tBodyAccJerk-std()-Z","WALKING",-0.502699788526316
1,"tBodyGyro-mean()-X","WALKING",-0.041830963526
1,"tBodyGyro-mean()-Y","WALKING",-0.0695300462115789
1,"tBodyGyro-mean()-Z","WALKING",0.0849448173042105
1,"tBodyGyro-std()-X","WALKING",-0.473535485894737
1,"tBodyGyro-std()-Y","WALKING",-0.0546077686594737
1,"tBodyGyro-std()-Z","WALKING",-0.344266629473684
1,"tBodyGyroJerk-mean()-X","WALKING",-0.0899975423705263
1,"tBodyGyroJerk-mean()-Y","WALKING",-0.0398428709463158
1,"tBodyGyroJerk-mean()-Z","WALKING",-0.0461309295021053
1,"tBodyGyroJerk-std()-X","WALKING",-0.207421854757895
1,"tBodyGyroJerk-std()-Y","WALKING",-0.304468510631579
1,"tBodyGyroJerk-std()-Z","WALKING",-0.404255452631579
1,"tBodyAccMag-mean()","WALKING",-0.136971176556842
1,"tBodyAccMag-std()","WALKING",-0.219688645631579
1,"tGravityAccMag-mean()","WALKING",-0.136971176556842
1,"tGravityAccMag-std()","WALKING",-0.219688645631579
1,"tBodyAccJerkMag-mean()","WALKING",-0.141428809031579
1,"tBodyAccJerkMag-std()","WALKING",-0.0744717500625263
1,"tBodyGyroMag-mean()","WALKING",-0.160979552536842
1,"tBodyGyroMag-std()","WALKING",-0.186978364526316
1,"tBodyGyroJerkMag-mean()","WALKING",-0.298703679084211
1,"tBodyGyroJerkMag-std()","WALKING",-0.325324878894737
1,"fBodyAcc-mean()-X","WALKING",-0.202794306326316
1,"fBodyAcc-mean()-Y","WALKING",0.0897127264021053
1,"fBodyAcc-mean()-Z","WALKING",-0.331560117789474
1,"fBodyAcc-std()-X","WALKING",-0.319134719578947
1,"fBodyAcc-std()-Y","WALKING",0.056040006846
1,"fBodyAcc-std()-Z","WALKING",-0.279686751494737
1,"fBodyAccJerk-mean()-X","WALKING",-0.170546964549579
1,"fBodyAccJerk-mean()-Y","WALKING",-0.0352255241130632
1,"fBodyAccJerk-mean()-Z","WALKING",-0.468999224631579
1,"fBodyAccJerk-std()-X","WALKING",-0.133586606326316
1,"fBodyAccJerk-std()-Y","WALKING",0.106739857136
1,"fBodyAccJerk-std()-Z","WALKING",-0.534713440421053
1,"fBodyGyro-mean()-X","WALKING",-0.339032197115789
1,"fBodyGyro-mean()-Y","WALKING",-0.103059416434737
1,"fBodyGyro-mean()-Z","WALKING",-0.255940940315789
1,"fBodyGyro-std()-X","WALKING",-0.516691938736842
1,"fBodyGyro-std()-Y","WALKING",-0.0335081597884211
1,"fBodyGyro-std()-Z","WALKING",-0.436562227473684
1,"fBodyAccMag-mean()","WALKING",-0.128623450629474
1,"fBodyAccMag-std()","WALKING",-0.398032586842105
1,"fBodyBodyAccJerkMag-mean()","WALKING",-0.0571194000343158
1,"fBodyBodyAccJerkMag-std()","WALKING",-0.103492403002105
1,"fBodyBodyGyroMag-mean()","WALKING",-0.199252568986316
1,"fBodyBodyGyroMag-std()","WALKING",-0.321017953894737
1,"fBodyBodyGyroJerkMag-mean()","WALKING",-0.319308593778947
1,"fBodyBodyGyroJerkMag-std()","WALKING",-0.381601911789474
1,"tBodyAcc-mean()-X","WALKING_DOWNSTAIRS",0.289188320408163
1,"tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",-0.00991850461020408
1,"tBodyAcc-mean()-Z","WALKING_DOWNSTAIRS",-0.107566190908163
1,"tBodyAcc-std()-X","WALKING_DOWNSTAIRS",0.0300353383483878
1,"tBodyAcc-std()-Y","WALKING_DOWNSTAIRS",-0.0319359434489796
1,"tBodyAcc-std()-Z","WALKING_DOWNSTAIRS",-0.230434213204082
1,"tGravityAcc-mean()-X","WALKING_DOWNSTAIRS",0.931874418979592
1,"tGravityAcc-mean()-Y","WALKING_DOWNSTAIRS",-0.266610338979592
1,"tGravityAcc-mean()-Z","WALKING_DOWNSTAIRS",-0.0621199585938775
1,"tGravityAcc-std()-X","WALKING_DOWNSTAIRS",-0.950559811632653
1,"tGravityAcc-std()-Y","WALKING_DOWNSTAIRS",-0.937018658979592
1,"tGravityAcc-std()-Z","WALKING_DOWNSTAIRS",-0.895939695102041
1,"tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",0.0541553164897959
1,"tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",0.0296504490408163
1,"tBodyAccJerk-mean()-Z","WALKING_DOWNSTAIRS",-0.0109719730183673
1,"tBodyAccJerk-std()-X","WALKING_DOWNSTAIRS",-0.012283860544898
1,"tBodyAccJerk-std()-Y","WALKING_DOWNSTAIRS",-0.101601390640816
1,"tBodyAccJerk-std()-Z","WALKING_DOWNSTAIRS",-0.345735032326531
1,"tBodyGyro-mean()-X","WALKING_DOWNSTAIRS",-0.0350781902989796
1,"tBodyGyro-mean()-Y","WALKING_DOWNSTAIRS",-0.0909371290204082
1,"tBodyGyro-mean()-Z","WALKING_DOWNSTAIRS",0.0900850142030612
1,"tBodyGyro-std()-X","WALKING_DOWNSTAIRS",-0.458030542938775
1,"tBodyGyro-std()-Y","WALKING_DOWNSTAIRS",-0.126349194938775
1,"tBodyGyro-std()-Z","WALKING_DOWNSTAIRS",-0.124702454242857
1,"tBodyGyroJerk-mean()-X","WALKING_DOWNSTAIRS",-0.0739592036271429
1,"tBodyGyroJerk-mean()-Y","WALKING_DOWNSTAIRS",-0.0439902783367347
1,"tBodyGyroJerk-mean()-Z","WALKING_DOWNSTAIRS",-0.0270461061061224
1,"tBodyGyroJerk-std()-X","WALKING_DOWNSTAIRS",-0.487027342244898
1,"tBodyGyroJerk-std()-Y","WALKING_DOWNSTAIRS",-0.238824827530612
1,"tBodyGyroJerk-std()-Z","WALKING_DOWNSTAIRS",-0.268761480242857
1,"tBodyAccMag-mean()","WALKING_DOWNSTAIRS",0.0271882914106122
1,"tBodyAccMag-std()","WALKING_DOWNSTAIRS",0.0198843506265306
1,"tGravityAccMag-mean()","WALKING_DOWNSTAIRS",0.0271882914106122
1,"tGravityAccMag-std()","WALKING_DOWNSTAIRS",0.0198843506265306
1,"tBodyAccJerkMag-mean()","WALKING_DOWNSTAIRS",-0.0894474807979592
1,"tBodyAccJerkMag-std()","WALKING_DOWNSTAIRS",-0.0257877197081633
1,"tBodyGyroMag-mean()","WALKING_DOWNSTAIRS",-0.0757412543673469
1,"tBodyGyroMag-std()","WALKING_DOWNSTAIRS",-0.225724368061224
1,"tBodyGyroJerkMag-mean()","WALKING_DOWNSTAIRS",-0.295463843346939
1,"tBodyGyroJerkMag-std()","WALKING_DOWNSTAIRS",-0.306510645530612
1,"fBodyAcc-mean()-X","WALKING_DOWNSTAIRS",0.0382291831510204
1,"fBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",0.00154990783591837
1,"fBodyAcc-mean()-Z","WALKING_DOWNSTAIRS",-0.225574471693878
1,"fBodyAcc-std()-X","WALKING_DOWNSTAIRS",0.0243308391387755
1,"fBodyAcc-std()-Y","WALKING_DOWNSTAIRS",-0.112963739953061
1,"fBodyAcc-std()-Z","WALKING_DOWNSTAIRS",-0.297927894693878
1,"fBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",-0.0276638676122449
1,"fBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",-0.12866715764898
1,"fBodyAccJerk-mean()-Z","WALKING_DOWNSTAIRS",-0.288334735714286
1,"fBodyAccJerk-std()-X","WALKING_DOWNSTAIRS",-0.0863278966402041
1,"fBodyAccJerk-std()-Y","WALKING_DOWNSTAIRS",-0.134580008877551
1,"fBodyAccJerk-std()-Z","WALKING_DOWNSTAIRS",-0.401721464285714
1,"fBodyGyro-mean()-X","WALKING_DOWNSTAIRS",-0.352449631363265
1,"fBodyGyro-mean()-Y","WALKING_DOWNSTAIRS",-0.0557022524693878
1,"fBodyGyro-mean()-Z","WALKING_DOWNSTAIRS",-0.0318694271979592
1,"fBodyGyro-std()-X","WALKING_DOWNSTAIRS",-0.495422486102041
1,"fBodyGyro-std()-Y","WALKING_DOWNSTAIRS",-0.181414728657143
1,"fBodyGyro-std()-Z","WALKING_DOWNSTAIRS",-0.238443565306122
1,"fBodyAccMag-mean()","WALKING_DOWNSTAIRS",0.0965845343040816
1,"fBodyAccMag-std()","WALKING_DOWNSTAIRS",-0.186530301073469
1,"fBodyBodyAccJerkMag-mean()","WALKING_DOWNSTAIRS",0.0262184949326531
1,"fBodyBodyAccJerkMag-std()","WALKING_DOWNSTAIRS",-0.104052260726531
1,"fBodyBodyGyroMag-mean()","WALKING_DOWNSTAIRS",-0.185720285744898
1,"fBodyBodyGyroMag-std()","WALKING_DOWNSTAIRS",-0.398350390122449
1,"fBodyBodyGyroJerkMag-mean()","WALKING_DOWNSTAIRS",-0.281963359177551
1,"fBodyBodyGyroJerkMag-std()","WALKING_DOWNSTAIRS",-0.391919876612245
1,"tBodyAcc-mean()-X","WALKING_UPSTAIRS",0.255461689622641
1,"tBodyAcc-mean()-Y","WALKING_UPSTAIRS",-0.0239531492643396
1,"tBodyAcc-mean()-Z","WALKING_UPSTAIRS",-0.0973020020943396
1,"tBodyAcc-std()-X","WALKING_UPSTAIRS",-0.35470802509434
1,"tBodyAcc-std()-Y","WALKING_UPSTAIRS",-0.00232026501698113
1,"tBodyAcc-std()-Z","WALKING_UPSTAIRS",-0.0194792388471698
1,"tGravityAcc-mean()-X","WALKING_UPSTAIRS",0.89335109754717
1,"tGravityAcc-mean()-Y","WALKING_UPSTAIRS",-0.362153364339623
1,"tGravityAcc-mean()-Z","WALKING_UPSTAIRS",-0.075402939754717
1,"tGravityAcc-std()-X","WALKING_UPSTAIRS",-0.956367027924528
1,"tGravityAcc-std()-Y","WALKING_UPSTAIRS",-0.952849233207547
1,"tGravityAcc-std()-Z","WALKING_UPSTAIRS",-0.912379410377358
1,"tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",0.101372729922642
1,"tBodyAccJerk-mean()-Y","WALKING_UPSTAIRS",0.0194863076188679
1,"tBodyAccJerk-mean()-Z","WALKING_UPSTAIRS",-0.0455625449113208
1,"tBodyAccJerk-std()-X","WALKING_UPSTAIRS",-0.446843887735849
1,"tBodyAccJerk-std()-Y","WALKING_UPSTAIRS",-0.378274426037736
1,"tBodyAccJerk-std()-Z","WALKING_UPSTAIRS",-0.706593530943396
1,"tBodyGyro-mean()-X","WALKING_UPSTAIRS",0.050549379754717
1,"tBodyGyro-mean()-Y","WALKING_UPSTAIRS",-0.166170015088679
1,"tBodyGyro-mean()-Z","WALKING_UPSTAIRS",0.0583595463981132
1,"tBodyGyro-std()-X","WALKING_UPSTAIRS",-0.544871104528302
1,"tBodyGyro-std()-Y","WALKING_UPSTAIRS",0.00410518379811321
1,"tBodyGyro-std()-Z","WALKING_UPSTAIRS",-0.50716867490566
1,"tBodyGyroJerk-mean()-X","WALKING_UPSTAIRS",-0.122232768011321
1,"tBodyGyroJerk-mean()-Y","WALKING_UPSTAIRS",-0.0421485884509434
1,"tBodyGyroJerk-mean()-Z","WALKING_UPSTAIRS",-0.0407125527654717
1,"tBodyGyroJerk-std()-X","WALKING_UPSTAIRS",-0.614786508490566
1,"tBodyGyroJerk-std()-Y","WALKING_UPSTAIRS",-0.601696656226415
1,"tBodyGyroJerk-std()-Z","WALKING_UPSTAIRS",-0.606332002264151
1,"tBodyAccMag-mean()","WALKING_UPSTAIRS",-0.129927630735849
1,"tBodyAccMag-std()","WALKING_UPSTAIRS",-0.324970929245283
1,"tGravityAccMag-mean()","WALKING_UPSTAIRS",-0.129927630735849
1,"tGravityAccMag-std()","WALKING_UPSTAIRS",-0.324970929245283
1,"tBodyAccJerkMag-mean()","WALKING_UPSTAIRS",-0.466503446226415
1,"tBodyAccJerkMag-std()","WALKING_UPSTAIRS",-0.478991622075472
1,"tBodyGyroMag-mean()","WALKING_UPSTAIRS",-0.126735589969811
1,"tBodyGyroMag-std()","WALKING_UPSTAIRS",-0.14861931805283
1,"tBodyGyroJerkMag-mean()","WALKING_UPSTAIRS",-0.59488286509434
1,"tBodyGyroJerkMag-std()","WALKING_UPSTAIRS",-0.648553044339623
1,"fBodyAcc-mean()-X","WALKING_UPSTAIRS",-0.404321784150943
1,"fBodyAcc-mean()-Y","WALKING_UPSTAIRS",-0.190976720811321
1,"fBodyAcc-mean()-Z","WALKING_UPSTAIRS",-0.433349702075472
1,"fBodyAcc-std()-X","WALKING_UPSTAIRS",-0.337428188679245
1,"fBodyAcc-std()-Y","WALKING_UPSTAIRS",0.0217695106566038
1,"fBodyAcc-std()-Z","WALKING_UPSTAIRS",0.0859565543849057
1,"fBodyAccJerk-mean()-X","WALKING_UPSTAIRS",-0.479875245660377
1,"fBodyAccJerk-mean()-Y","WALKING_UPSTAIRS",-0.41344458754717
1,"fBodyAccJerk-mean()-Z","WALKING_UPSTAIRS",-0.685474353962264
1,"fBodyAccJerk-std()-X","WALKING_UPSTAIRS",-0.461907025849057
1,"fBodyAccJerk-std()-Y","WALKING_UPSTAIRS",-0.381777065283019
1,"fBodyAccJerk-std()-Z","WALKING_UPSTAIRS",-0.726040200754717
1,"fBodyGyro-mean()-X","WALKING_UPSTAIRS",-0.492611667924528
1,"fBodyGyro-mean()-Y","WALKING_UPSTAIRS",-0.319474609056604
1,"fBodyGyro-mean()-Z","WALKING_UPSTAIRS",-0.453597213018868
1,"fBodyGyro-std()-X","WALKING_UPSTAIRS",-0.565892490754717
1,"fBodyGyro-std()-Y","WALKING_UPSTAIRS",0.151538905566038
1,"fBodyGyro-std()-Z","WALKING_UPSTAIRS",-0.57170784
1,"fBodyAccMag-mean()","WALKING_UPSTAIRS",-0.352395944716981
1,"fBodyAccMag-std()","WALKING_UPSTAIRS",-0.416260101509434
1,"fBodyBodyAccJerkMag-mean()","WALKING_UPSTAIRS",-0.44265216245283
1,"fBodyBodyAccJerkMag-std()","WALKING_UPSTAIRS",-0.533059853773585
1,"fBodyBodyGyroMag-mean()","WALKING_UPSTAIRS",-0.325961457396226
1,"fBodyBodyGyroMag-std()","WALKING_UPSTAIRS",-0.182985518264151
1,"fBodyBodyGyroJerkMag-mean()","WALKING_UPSTAIRS",-0.634665082075472
